qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
2423,249,85,30,17,22,"1:24.371",,
2424,249,64,28,21,23,"1:24.695",,
2425,249,86,30,16,24,"1:26.570",,
2426,250,77,6,28,1,"1:54.392",,
2427,250,55,6,27,2,"1:54.631",,
2428,250,57,1,8,3,"1:55.435",,
2429,250,65,22,2,4,"1:56.085",,
2430,250,14,3,6,5,"1:56.254",,
2431,250,87,1,7,6,"1:56.622",,
2432,250,56,17,15,7,"1:57.001",,
2433,250,71,3,5,8,"1:57.768",,
2434,250,44,27,26,9,"1:58.021",,
2435,250,49,15,30,10,"1:58.148",,
2436,250,63,25,4,11,"1:58.224",,
2437,250,22,17,14,12,"1:58.293",,
2438,250,84,27,26,13,"1:58.314",,
2439,250,96,15,29,14,"1:58.356",,
2440,250,79,25,3,15,"1:58.551",,
2441,250,30,22,1,16,"1:59.079",,
2442,250,83,18,23,17,"1:59.256",,
2443,250,89,29,10,18,"2:00.990",,
2444,250,69,18,24,19,"2:01.013",,
2445,250,97,29,9,20,"2:01.685",,
2446,250,85,30,17,21,"2:02.405",,
2447,250,90,28,22,22,"2:03.817",,
2448,250,86,30,16,23,"2:06.407",,
2449,250,64,28,21,24,"2:09.537",,
2450,251,14,3,6,1,"1:24.462",,
2451,251,30,22,1,2,"1:25.026",,
2452,251,77,6,28,3,"1:25.353",,
2453,251,71,3,5,4,"1:25.699",,
2454,251,55,6,27,5,"1:25.707",,
2455,251,22,17,14,6,"1:25.919",,
2456,251,57,1,8,7,"1:25.920",,
2457,251,65,22,2,8,"1:26.433",,
2458,251,87,1,7,9,"1:26.472",,
2459,251,49,15,30,10,"1:26.541",,
2460,251,84,27,26,11,"1:27.067",,
2461,251,56,17,15,12,"1:27.271",,
2462,251,44,27,26,13,"1:27.384",,
2463,251,96,15,29,14,"1:28.741",,
2464,251,97,29,9,15,"1:28.870",,
2465,251,63,25,4,16,"1:29.028",,
2466,251,79,25,3,17,"1:29.287",,
2467,251,69,18,24,18,"1:29.559",,
2468,251,83,18,23,19,"1:29.936",,
2469,251,89,29,10,20,"1:30.515",,
2470,251,85,30,17,21,"1:30.721",,
2471,251,90,28,22,22,"1:30.834",,
2472,251,64,28,21,23,"1:32.102",,
2473,251,86,30,16,24,"1:32.470",,
2474,252,14,3,6,1,"1:20.537",,
2475,252,71,3,5,2,"1:20.905",,
2476,252,30,22,1,3,"1:21.301",,
2477,252,77,6,28,4,"1:21.970",,
2478,252,49,15,30,5,"1:22.226",,
2479,252,65,22,2,6,"1:22.322",,
2480,252,55,6,27,7,"1:22.391",,
2481,252,22,17,14,8,"1:22.538",,
2482,252,84,27,25,9,"1:22.588",,
2483,252,56,17,15,10,"1:22.831",,
2484,252,44,27,26,11,"1:22.904",,
2485,252,87,1,7,12,"1:22.914",,
2486,252,57,1,8,13,"1:23.064",,
2487,252,96,15,29,14,"1:23.934",,
2488,252,63,25,4,15,"1:23.936",,
2489,252,79,25,3,16,"1:24.287",,
2490,252,83,18,23,17,"1:24.657",,
2491,252,69,18,24,18,"1:24.778",,
2492,252,89,29,10,19,"1:24.883",,
2493,252,97,29,9,20,"1:25.179",,
2494,252,85,30,17,21,"1:26.172",,
2495,252,64,28,21,22,"1:27.292",,
2496,252,90,28,22,23,"1:27.523",,
2497,252,98,30,16,24,"1:32.769",,
2498,253,14,3,6,1,"1:18.738",,
2499,253,71,3,5,2,"1:18.972",,
2500,253,30,22,1,3,"1:19.150",,
2501,253,77,6,28,4,"1:19.821",,
2502,253,56,17,15,5,"1:20.488",,
2503,253,55,6,27,6,"1:20.510",,
2504,253,65,22,2,7,"1:20.653",,
2505,253,49,15,30,8,"1:20.749",,
2506,253,57,1,8,9,"1:20.866",,
2507,253,87,1,7,10,"1:20.909",,
2508,253,22,17,14,11,"1:21.211",,
2509,253,84,27,25,12,"1:21.541",,
2510,253,96,15,29,13,"1:22.059",,
2511,253,44,27,26,14,"1:22.062",,
2512,253,63,25,4,15,"1:23.058",,
2513,253,83,18,23,16,"1:23.328",,
2514,253,97,29,9,17,"1:23.689",,
2515,253,69,18,24,18,"1:23.760",,
2516,253,99,25,3,19,"1:24.286",,
2517,253,85,30,17,20,"1:24.696",,
2518,253,89,29,10,21,"1:24.900",,
2519,253,64,28,21,22,"1:25.157",,
2520,253,90,28,22,23,"1:26.098",,
2521,253,98,30,16,24,"1:27.853",,
2522,254,14,3,6,1,"1:14.013",,
2523,254,71,3,5,2,"1:14.213",,
2524,254,30,22,1,3,"1:14.284",,
2525,254,55,6,27,4,"1:14.919",,
2526,254,77,6,28,5,"1:14.974",,
2527,254,56,17,15,6,"1:15.354",,
2528,254,65,22,2,7,"1:15.556",,
2529,254,49,15,30,8,"1:15.561",,
2530,254,44,27,26,9,"1:15.621",,
2531,254,87,1,7,10,"1:15.652",,
2532,254,22,17,14,11,"1:15.774",,
2533,254,76,1,8,12,"1:16.339",,
2534,254,88,27,25,13,"1:16.519",,
2535,254,83,18,23,14,"1:16.596",,
2536,254,96,15,29,15,"1:16.646",,
2537,254,69,18,24,16,"1:16.887",,
2538,254,79,25,3,17,"1:17.014",,
2539,254,63,25,4,18,"1:17.213",,
2540,254,81,29,9,19,"1:18.114",,
2541,254,89,29,10,20,"1:18.212",,
2542,254,64,28,21,21,"1:19.579",,
2543,254,90,28,22,22,"1:19.745",,
2544,254,85,30,17,23,"1:20.093",,
2545,254,92,30,16,24,"1:21.405",,
2546,255,30,22,1,1,"1:38.023",,
2547,255,55,6,27,2,"1:38.888",,
2548,255,57,1,8,3,"1:38.954",,
2549,255,71,3,5,4,"1:39.032",,
2550,255,77,6,28,5,"1:39.040",,
2551,255,14,3,6,6,"1:39.155",,
2552,255,56,17,15,7,"1:39.621",,
2553,255,49,15,30,8,"1:40.010",,
2554,255,65,22,2,9,"1:40.349",,
2555,255,22,17,14,10,"1:40.381",,
2556,255,44,27,26,11,"1:40.838",,
2557,255,63,25,4,12,"1:41.355",,
2558,255,88,27,25,13,"1:41.592",,
2559,255,79,25,3,14,"1:41.977",,
2560,255,81,29,9,15,"1:42.059",,
2561,255,91,15,29,16,"1:42.912",,
2562,255,83,18,23,17,"1:43.102",,
2563,255,69,18,24,18,"1:43.542",,
2564,255,89,29,10,19,"1:44.074",,
2565,255,85,30,17,20,"1:46.097",,
2566,255,64,28,21,21,"1:46.654",,
2567,255,90,28,22,22,"1:48.267",,
2568,255,92,30,16,23,"1:48.289",,
2569,255,87,1,7,24,"16:42.640",,
2570,256,71,3,5,1,,,
2571,256,14,3,6,2,,,
2572,256,30,22,1,3,,,
2573,256,77,6,28,4,,,
2574,256,55,6,27,5,,,
2575,256,49,15,30,6,,,
2576,256,22,17,14,7,,,
2577,256,65,22,2,8,,,
2578,256,56,17,15,9,,,
2579,256,87,1,7,10,,,
2580,256,84,27,25,11,,,
2581,256,44,27,26,12,,,
2582,256,81,29,9,13,,,
2583,256,63,25,4,14,,,
2584,256,69,18,24,15,,,
2585,256,79,25,3,16,,,
2586,256,83,18,23,17,,,
2587,256,91,15,29,18,,,
2588,256,89,29,10,19,,,
2589,256,90,28,22,20,,,
2590,256,64,28,21,21,,,
2591,256,85,30,16,22,,,
2592,256,92,30,16,23,,,
2593,256,57,1,8,24,,,
2594,257,102,3,2,1,"1:15.962",,
2595,257,30,22,5,2,"1:16.290",,
2596,257,55,6,27,3,"1:17.385",,
2597,257,71,3,0,4,"1:17.554",,
2598,257,49,15,30,5,"1:17.806",,
2599,257,81,29,10,6,"1:17.866",,
2600,257,91,15,29,7,"1:17.927",,
2601,257,57,1,7,8,"1:18.122",,
2602,257,50,22,6,9,"1:18.183",,
2603,257,79,25,3,10,"1:18.194",,
2604,257,104,29,9,11,"1:18.204",,
2605,257,87,25,4,12,"1:18.246",,
2606,257,100,33,20,13,"1:18.321",,
2607,257,22,17,14,14,"1:18.414",,
2608,257,94,18,23,15,"1:18.659",,
2609,257,56,17,15,16,"1:18.751",,
2610,257,77,6,28,17,"1:18.855",,
2611,257,84,1,8,18,"1:18.864",,
2612,257,44,27,26,19,"1:19.304",,
2613,257,103,27,25,20,"1:19.398",,
2614,257,65,32,12,21,"1:19.483",,
2615,257,105,18,24,22,"1:19.517",,
2616,257,106,33,19,23,"1:19.524",,
2617,257,83,32,11,24,"1:19.975",,
2618,257,92,30,34,25,"1:20.729",,
2619,257,101,31,31,26,"1:21.186",,
2620,258,102,3,2,1,"1:10.218",,
2621,258,30,22,5,2,"1:10.440",,
2622,258,71,3,0,3,"1:10.771",,
2623,258,57,1,7,4,"1:11.683",,
2624,258,77,6,28,5,"1:11.744",,
2625,258,84,1,8,6,"1:12.351",,
2626,258,78,6,27,7,"1:12.372",,
2627,258,22,17,14,8,"1:12.409",,
2628,258,104,29,9,9,"1:12.444",,
2629,258,50,22,6,10,"1:12.554",,
2630,258,49,15,30,11,"1:12.686",,
2631,258,87,25,4,12,"1:12.751",,
2632,258,81,29,10,13,"1:12.866",,
2633,258,79,25,3,14,"1:13.013",,
2634,258,105,18,24,15,"1:13.016",,
2635,258,100,33,20,16,"1:13.111",,
2636,258,94,18,23,17,"1:13.529",,
2637,258,103,27,25,18,"1:13.613",,
2638,258,91,15,29,19,"1:13.855",,
2639,258,88,17,15,20,"1:13.932",,
2640,258,106,33,19,21,"1:14.101",,
2641,258,44,27,26,22,"1:14.106",,
2642,258,65,32,12,23,"1:14.424",,
2643,258,83,32,11,24,"1:14.657",,
2644,258,101,31,31,25,"1:14.748",,
2645,258,107,31,32,26,"1:16.536",,
2646,259,102,3,2,1,"1:21.548",,
2647,259,30,22,5,2,"1:21.885",,
2648,259,77,6,28,3,"1:22.113",,
2649,259,71,3,0,4,"1:22.168",,
2650,259,109,22,6,5,"1:22.717",,
2651,259,78,6,27,6,"1:22.841",,
2652,259,49,15,30,7,"1:23.119",,
2653,259,57,1,7,8,"1:23.140",,
2654,259,79,25,3,9,"1:23.322",,
2655,259,91,15,29,10,"1:23.347",,
2656,259,81,29,10,11,"1:23.663",,
2657,259,87,25,4,12,"1:23.703",,
2658,259,84,1,8,13,"1:23.858",,
2659,259,94,18,23,14,"1:24.078",,
2660,259,105,18,24,15,"1:24.276",,
2661,259,104,29,9,16,"1:24.472",,
2662,259,103,27,25,17,"1:24.678",,
2663,259,100,33,20,18,"1:24.852",,
2664,259,44,27,26,19,"1:24.996",,
2665,259,65,32,12,20,"1:25.114",,
2666,259,110,17,15,21,"1:25.234",,
2667,259,83,32,11,22,"1:25.295",,
2668,259,106,33,19,23,"1:25.991",,
2669,259,101,31,31,24,"1:26.817",,
2670,259,92,30,34,25,"1:27.143",,
2671,259,107,31,32,26,"1:27.584",,
2672,259,108,30,33,27,"1:27.881",,
2673,259,22,17,14,28,,,
2674,261,30,22,5,1,"1:21.908",,
2675,261,71,3,0,2,"1:22.559",,
2676,261,57,1,7,3,"1:22.660",,
2677,261,109,22,6,4,"1:22.983",,
2678,261,22,17,14,5,"1:23.594",,
2679,261,55,6,27,6,"1:23.700",,
2680,261,77,6,28,7,"1:23.715",,
2681,261,84,1,8,8,"1:23.763",,
2682,261,14,3,2,9,"1:23.782",,
2683,261,79,25,3,10,"1:23.969",,
2684,261,87,25,4,11,"1:23.981",,
2685,261,49,15,30,12,"1:24.254",,
2686,261,56,17,15,13,"1:24.930",,
2687,261,105,18,24,14,"1:24.996",,
2688,261,81,29,10,15,"1:25.018",,
2689,261,100,33,20,16,"1:25.050",,
2690,261,106,33,19,17,"1:25.161",,
2691,261,94,18,23,18,"1:25.247",,
2692,261,44,27,26,19,"1:25.577",,
2693,261,103,27,25,20,"1:25.766",,
2694,261,104,29,9,21,"1:26.084",,
2695,261,65,32,12,22,"1:26.397",,
2696,261,70,32,11,23,"1:27.685",,
2697,261,101,31,31,24,"1:28.151",,
2698,261,92,30,34,25,"1:28.873",,
2699,261,108,30,33,26,"1:30.657",,
2700,262,30,22,5,1,"1:26.178",,
2701,262,55,6,27,2,"1:26.277",,
2702,262,77,6,28,3,"1:27.059",,
2703,262,71,3,0,4,"1:27.094",,
2704,262,14,3,2,5,"1:27.211",,
2705,262,22,17,14,6,"1:27.554",,
2706,262,57,1,7,7,"1:27.616",,
2707,262,56,17,15,8,"1:27.780",,
2708,262,79,25,3,9,"1:27.827",,
2709,262,49,15,30,10,"1:27.977",,
2710,262,81,29,10,11,"1:27.989",,
2711,262,84,1,8,12,"1:28.197",,
2712,262,87,25,4,13,"1:28.579",,
2713,262,110,15,29,14,"1:28.694",,
2714,262,94,18,23,15,"1:28.847",,
2715,262,104,29,9,16,"1:28.882",,
2716,262,65,32,12,17,"1:28.889",,
2717,262,105,18,24,18,"1:28.903",,
2718,262,44,27,26,19,"1:28.950",,
2719,262,109,22,6,20,"1:28.993",,
2720,262,100,33,20,21,"1:29.039",,
2721,262,106,33,19,22,"1:29.403",,
2722,262,70,32,11,23,"1:30.160",,
2723,262,103,27,25,24,"1:30.493",,
2724,262,101,31,31,25,"1:31.632",,
2725,262,92,30,34,26,"1:32.838",,
2726,263,71,3,0,1,"1:16.282",,
2727,263,95,3,2,2,"1:16.359",,
2728,263,30,22,5,3,"1:16.707",,
2729,263,55,6,27,4,"1:16.954",,
2730,263,77,6,28,5,"1:16.959",,
2731,263,56,17,15,6,"1:17.441",,
2732,263,22,17,14,7,"1:17.482",,
2733,263,50,22,6,8,"1:17.645",,
2734,263,57,1,7,9,"1:17.768",,
2735,263,49,15,30,10,"1:17.830",,
2736,263,110,15,29,11,"1:17.866",,
2737,263,84,1,8,12,"1:18.031",,
2738,263,44,27,26,13,"1:18.044",,
2739,263,79,25,3,14,"1:18.192",,
2740,263,103,27,25,15,"1:18.236",,
2741,263,94,18,23,16,"1:18.248",,
2742,263,87,25,4,17,"1:18.381",,
2743,263,104,29,9,18,"1:18.568",,
2744,263,65,32,12,19,"1:18.715",,
2745,263,100,33,20,20,"1:18.811",,
2746,263,105,18,24,21,"1:18.890",,
2747,263,81,29,10,22,"1:18.936",,
2748,263,70,32,11,23,"1:19.066",,
2749,263,101,31,31,24,"1:19.771",,
2750,263,106,33,19,25,"1:19.863",,
2751,263,111,31,32,26,"1:21.829",,
2752,264,71,3,0,1,"1:24.960",,
2753,264,30,22,5,2,"1:24.963",,
2754,264,77,6,28,3,"1:24.980",,
2755,264,55,6,27,4,"1:25.541",,
2756,264,57,1,7,5,"1:26.268",,
2757,264,22,17,14,6,"1:26.271",,
2758,264,14,3,2,7,"1:26.337",,
2759,264,79,25,3,8,"1:26.414",,
2760,264,84,1,8,9,"1:26.768",,
2761,264,50,22,6,10,"1:26.841",,
2762,264,87,25,4,11,"1:26.920",,
2763,264,56,17,15,12,"1:27.065",,
2764,264,49,15,30,13,"1:27.284",,
2765,264,94,18,23,14,"1:27.522",,
2766,264,44,27,26,15,"1:27.785",,
2767,264,81,29,10,16,"1:27.886",,
2768,264,105,18,24,17,"1:28.100",,
2769,264,110,15,29,18,"1:28.212",,
2770,264,70,32,11,19,"1:28.225",,
2771,264,104,29,9,20,"1:28.231",,
2772,264,65,32,12,21,"1:28.340",,
2773,264,100,33,20,22,"1:28.519",,
2774,264,103,27,25,23,"1:28.955",,
2775,264,106,33,19,24,"1:29.299",,
2776,264,101,31,31,25,"1:30.690",,
2777,264,111,31,32,26,"1:30.722",,
2778,265,77,6,28,1,"1:43.582",,
2779,265,55,6,27,2,"1:44.012",,
2780,265,71,3,0,3,"1:44.026",,
2781,265,30,22,5,4,"1:44.268",,
2782,265,79,25,3,5,"1:44.718",,
2783,265,14,3,2,6,"1:45.146",,
2784,265,87,25,4,7,"1:45.474",,
2785,265,57,1,7,8,"1:45.487",,
2786,265,49,15,30,9,"1:45.893",,
2787,265,56,17,15,10,"1:45.911",,
2788,265,22,17,14,11,"1:45.939",,
2789,265,44,27,26,12,"1:46.185",,
2790,265,84,1,8,13,"1:46.218",,
2791,265,103,27,25,14,"1:46.290",,
2792,265,65,32,12,15,"1:46.630",,
2793,265,81,29,10,16,"1:46.817",,
2794,265,104,29,9,17,"1:47.102",,
2795,265,110,15,29,18,"1:47.235",,
2796,265,50,22,6,19,"1:47.316",,
2797,265,94,18,23,20,"1:47.402",,
2798,265,70,32,11,21,"1:47.425",,
2799,265,100,33,20,22,"1:48.229",,
2800,265,105,18,24,23,"1:48.295",,
2801,265,106,33,19,24,"1:48.681",,
2802,265,101,31,31,25,"1:48.870",,
2803,265,111,31,32,26,"1:49.204",,
2804,266,30,22,5,1,"1:18.258",,
2805,266,71,3,0,2,"1:18.824",,
2806,266,14,3,2,3,"1:20.205",,
2807,266,77,6,28,4,"1:20.219",,
2808,266,79,25,3,5,"1:20.232",,
2809,266,84,1,8,6,"1:20.629",,
2810,266,56,17,15,7,"1:20.698",,
2811,266,49,15,30,8,"1:20.858",,
2812,266,44,27,26,9,"1:20.929",,
2813,266,22,17,14,10,"1:20.952",,
2814,266,87,25,4,11,"1:20.984",,
2815,266,50,22,6,12,"1:21.141",,
2816,266,55,6,27,13,"1:21.206",,
2817,266,112,1,7,14,"1:21.498",,
2818,266,94,18,23,15,"1:21.837",,
2819,266,104,29,9,16,"1:21.873",,
2820,266,110,15,29,17,"1:21.946",,
2821,266,103,27,25,18,"1:22.038",,
2822,266,81,29,10,19,"1:22.311",,
2823,266,105,18,24,20,"1:22.379",,
2824,266,100,33,20,21,"1:22.487",,
2825,266,70,32,11,22,"1:22.513",,
2826,266,101,31,31,23,"1:22.614",,
2827,266,65,32,12,24,"1:22.705",,
2828,266,106,33,19,25,"1:22.899",,
2829,266,111,31,32,26,"1:24.191",,
2830,267,22,17,14,1,"2:21.163",,
2831,267,30,22,5,2,"2:21.494",,
2832,267,71,3,0,3,"2:21.681",,
2833,267,56,17,15,4,"2:22.074",,
2834,267,55,6,27,5,"2:22.202",,
2835,267,50,22,6,6,"2:22.218",,
2836,267,14,3,2,7,"2:22.359",,
2837,267,57,1,7,8,"2:22.441",,
2838,267,49,15,30,9,"2:22.634",,
2839,267,94,18,23,10,"2:23.326",,
2840,267,77,6,28,11,"2:23.895",,
2841,267,87,25,4,12,"2:24.048",,
2842,267,84,1,8,13,"2:24.117",,
2843,267,81,29,10,14,"2:25.114",,
2844,267,110,15,29,15,"2:25.695",,
2845,267,103,27,25,16,"2:26.044",,
2846,267,44,27,26,17,"2:26.079",,
2847,267,105,18,24,18,"2:26.738",,
2848,267,112,33,19,19,"2:26.901",,
2849,267,65,32,12,20,"2:27.155",,
2850,267,101,31,31,21,"2:27.212",,
2851,267,100,33,20,22,"2:28.156",,
2852,267,79,25,3,23,"2:28.979",,
2853,267,104,29,9,24,"2:30.931",,
2854,267,111,31,32,25,"2:31.755",,
2855,267,113,32,11,26,"2:33.885",,
2856,268,55,6,27,1,"1:23.844",,
2857,268,77,6,28,2,"1:23.978",,
2858,268,71,3,0,3,"1:24.158",,
2859,268,65,32,12,4,"1:24.374",,
2860,268,14,3,2,5,"1:24.502",,
2861,268,44,27,26,6,"1:25.455",,
2862,268,57,1,7,7,"1:25.528",,
2863,268,110,15,29,8,"1:25.540",,
2864,268,56,17,15,9,"1:25.568",,
2865,268,50,22,6,10,"1:25.618",,
2866,268,49,15,30,11,"1:25.628",,
2867,268,103,27,25,12,"1:25.718",,
2868,268,70,32,11,13,"1:25.733",,
2869,268,79,25,3,14,"1:25.889",,
2870,268,84,1,8,15,"1:25.933",,
2871,268,22,17,14,16,"1:25.946",,
2872,268,81,29,10,17,"1:26.002",,
2873,268,94,18,23,18,"1:26.056",,
2874,268,104,29,9,19,"1:26.337",,
2875,268,109,22,5,20,"1:26.384",,
2876,268,87,25,4,21,"1:26.574",,
2877,268,105,18,24,22,"1:26.832",,
2878,268,114,33,19,23,"1:27.846",,
2879,268,100,33,20,24,"1:27.894",,
2880,268,111,31,32,25,"1:28.353",,
2881,268,101,31,31,26,"1:28.619",,
2882,269,77,6,28,1,"1:20.608",,
2883,269,71,3,0,2,"1:20.766",,
2884,269,14,3,2,3,"1:21.033",,
2885,269,57,1,7,4,"1:21.251",,
2886,269,55,6,27,5,"1:21.517",,
2887,269,79,25,3,6,"1:21.590",,
2888,269,84,1,8,7,"1:21.656",,
2889,269,22,17,14,8,"1:21.796",,
2890,269,49,15,30,9,"1:21.921",,
2891,269,50,22,6,10,"1:22.000",,
2892,269,104,29,9,11,"1:22.132",,
2893,269,87,25,4,12,"1:22.288",,
2894,269,56,17,15,13,"1:22.294",,
2895,269,109,22,5,14,"1:22.369",,
2896,269,44,27,26,15,"1:22.672",,
2897,269,81,29,10,16,"1:22.756",,
2898,269,110,15,29,17,"1:22.885",,
2899,269,94,18,23,18,"1:23.243",,
2900,269,105,18,24,19,"1:23.364",,
2901,269,65,32,12,20,"1:23.408",,
2902,269,103,27,25,21,"1:23.699",,
2903,269,100,33,20,22,"1:24.192",,
2904,269,114,33,19,23,"1:24.438",,
2905,269,101,31,31,24,"1:24.514",,
2906,269,113,32,11,25,"1:25.313",,
2907,269,111,31,32,26,"1:25.649",,
2908,270,30,22,5,1,"1:22.762",,
2909,270,71,3,0,2,"1:22.892",,
2910,270,95,3,2,3,"1:23.392",,
2911,270,49,15,30,4,"1:23.431",,
2912,270,22,17,14,5,"1:23.455",,
2913,270,77,6,28,6,"1:23.677",,
2914,270,65,27,25,7,"1:24.040",,
2915,270,81,29,10,8,"1:24.079",,
2916,270,57,1,7,9,"1:24.122",,
2917,270,56,17,15,10,"1:24.157",,
2918,270,44,27,26,11,"1:24.432",,
2919,270,50,22,6,12,"1:24.643",,
2920,270,79,25,3,13,"1:24.738",,
2921,270,87,25,4,14,"1:24.770",,
2922,270,84,1,8,15,"1:25.110",,
2923,270,55,6,27,16,"1:25.182",,
2924,270,94,18,23,17,"1:25.294",,
2925,270,110,15,29,18,"1:25.407",,
2926,270,104,29,9,19,"1:25.427",,
2927,270,105,18,24,20,"1:25.511",,
2928,270,70,32,12,21,"1:25.557",,
2929,270,103,32,11,22,"1:25.595",,
2930,270,100,33,20,23,"1:26.272",,
2931,270,115,33,19,24,"1:27.168",,
2932,270,101,31,31,25,"1:27.201",,
2933,270,93,31,32,26,"1:27.976",,
2934,271,30,22,5,1,"1:37.209",,
2935,271,71,3,0,2,"1:37.696",,
2936,271,49,15,30,3,"1:37.742",,
2937,271,95,3,2,4,"1:37.768",,
2938,271,65,22,6,5,"1:37.828",,
2939,271,56,17,15,6,"1:37.880",,
2940,271,55,6,27,7,"1:37.907",,
2941,271,57,1,7,8,"1:37.998",,
2942,271,84,1,8,9,"1:38.076",,
2943,271,22,17,14,10,"1:38.533",,
2944,271,77,6,28,11,"1:38.570",,
2945,271,81,29,10,12,"1:39.030",,
2946,271,87,25,4,13,"1:39.266",,
2947,271,79,25,3,14,"1:39.462",,
2948,271,109,15,29,15,"1:39.483",,
2949,271,94,18,23,16,"1:39.548",,
2950,271,70,32,12,17,"1:39.721",,
2951,271,104,29,9,18,"1:39.868",,
2952,271,44,27,26,19,"1:40.042",,
2953,271,116,27,25,20,"1:40.577",,
2954,271,105,18,24,21,"1:40.652",,
2955,271,100,33,20,22,"1:40.978",,
2956,271,115,33,19,23,"1:40.990",,
2957,271,101,31,31,24,"1:41.659",,
2958,271,63,32,11,25,"1:41.805",,
2959,271,89,31,32,26,"1:45.004",,
2960,272,95,3,2,1,"1:16.179",,
2961,272,30,22,5,2,"1:16.197",,
2962,272,71,3,0,3,"1:16.830",,
2963,272,57,1,7,4,"1:16.992",,
2964,272,22,17,14,5,"1:17.537",,
2965,272,56,17,15,6,"1:17.667",,
2966,272,65,22,6,7,"1:17.727",,
2967,272,55,6,27,8,"1:17.801",,
2968,272,84,1,8,9,"1:17.950",,
2969,272,49,15,30,10,"1:17.962",,
2970,272,77,6,28,11,"1:18.070",,
2971,272,44,27,26,12,"1:18.072",,
2972,272,87,25,4,13,"1:18.237",,
2973,272,70,32,12,14,"1:18.331",,
2974,272,79,25,3,15,"1:18.411",,
2975,272,105,18,24,16,"1:18.755",,
2976,272,109,15,29,17,"1:18.806",,
2977,272,94,18,23,18,"1:18.957",,
2978,272,104,29,9,19,"1:19.061",,
2979,272,116,27,25,20,"1:19.153",,
2980,272,81,29,10,21,"1:19.610",,
2981,272,63,32,11,22,"1:19.844",,
2982,272,115,33,19,23,"1:20.145",,
2983,272,101,31,31,24,"1:20.442",,
2984,272,98,33,20,25,"1:22.422",,
2985,272,93,31,32,26,"1:22.529",,
2986,1,18,23,22,1,"1:25.211","1:24.855","1:26.202"
2987,1,22,23,23,2,"1:25.006","1:24.783","1:26.505"
2988,1,20,9,15,3,"1:25.938","1:25.121","1:26.830"
2989,1,9,2,5,4,"1:25.922","1:25.152","1:26.914"
2990,1,3,3,16,5,"1:25.846","1:25.123","1:26.973"
2991,1,10,7,10,6,"1:25.499","1:25.281","1:26.975"
2992,1,13,6,3,7,"1:25.844","1:25.319","1:27.033"
2993,1,15,7,9,8,"1:26.194","1:25.265","1:27.127"
2994,1,8,6,4,9,"1:25.899","1:25.380","1:27.163"
2995,1,17,9,14,10,"1:25.427","1:25.241","1:27.246"
2996,1,2,2,6,11,"1:25.827","1:25.504",
2997,1,4,4,7,12,"1:26.026","1:25.605",
2998,1,6,3,17,13,"1:26.074","1:25.607",
2999,1,5,1,2,14,"1:26.184","1:25.726",
3000,1,1,1,1,15,"1:26.454",,
3001,1,67,5,12,16,"1:26.503",,
3002,1,12,4,8,17,"1:26.598",,
3003,1,21,10,21,18,"1:26.677",,
3004,1,16,10,20,19,"1:26.742",,
3005,1,7,5,11,20,"1:26.964",,
3006,2,18,23,22,1,"1:35.058","1:33.784","1:35.181"
3007,2,15,7,9,2,"1:34.745","1:33.990","1:35.273"
3008,2,20,9,15,3,"1:34.935","1:34.276","1:35.518"
3009,2,22,23,23,4,"1:34.681","1:34.387","1:35.651"
3010,2,10,7,10,5,"1:34.907","1:34.258","1:35.690"
3011,2,3,3,16,6,"1:35.083","1:34.547","1:35.750"
3012,2,17,9,14,7,"1:35.027","1:34.222","1:35.797"
3013,2,9,2,5,8,"1:35.166","1:34.562","1:36.106"
3014,2,8,6,4,9,"1:35.476","1:34.456","1:36.170"
3015,2,4,4,7,10,"1:35.260","1:34.706","1:37.659"
3016,2,2,2,5,11,"1:35.110","1:34.769",
3017,2,6,3,17,12,"1:35.341","1:34.788",
3018,2,1,1,1,13,"1:35.280","1:34.905",
3019,2,5,1,2,14,"1:35.023","1:34.924",
3020,2,7,5,11,15,"1:35.507","1:35.431",
3021,2,13,6,3,16,"1:35.642",,
3022,2,12,4,8,17,"1:35.708",,
3023,2,21,10,21,18,"1:35.908",,
3024,2,16,10,20,19,"1:35.951",,
3025,2,67,5,12,20,"1:36.107",,
3026,3,20,9,15,1,"1:36.565","1:35.130","1:36.184"
3027,3,4,4,7,2,"1:36.443","1:35.803","1:36.381"
3028,3,17,9,14,3,"1:35.751","1:35.173","1:36.466"
3029,3,22,23,23,4,"1:35.701","1:35.503","1:36.493"
3030,3,18,23,22,5,"1:35.533","1:35.556","1:36.532"
3031,3,15,7,9,6,"1:36.308","1:35.645","1:36.835"
3032,3,3,3,16,7,"1:35.941","1:35.809","1:37.397"
3033,3,8,6,4,8,"1:36.137","1:35.856","1:38.089"
3034,3,1,1,1,9,"1:35.776","1:35.740","1:38.595"
3035,3,67,5,12,10,"1:36.284","1:35.965","1:39.321"
3036,3,2,2,6,11,"1:36.525","1:35.975",
3037,3,5,1,2,12,"1:36.646","1:36.032",
3038,3,13,6,3,13,"1:36.178","1:36.033",
3039,3,10,7,10,14,"1:36.364","1:36.066",
3040,3,6,3,17,15,"1:36.673","1:36.193",
3041,3,7,5,11,16,"1:36.906",,
3042,3,12,4,8,17,"1:36.908",,
3043,3,9,2,5,18,"1:36.966",,
3044,3,16,10,20,19,"1:37.669",,
3045,3,21,10,11,20,"1:37.672",,
